flavour,user_name,rating,title,review_description,date,country,cleaned_reviews,afinn_score,bing_score,nrc_score,sentiment_label,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
Death By Chocolate,Amazon Customer,1.0,Very poor taste,"This is supposed to be coffee with chocolate taste, IT IS NOT! Taste is hard to describe but it is definitely neither. Tried to give away and failed so far."," November 12, 2020",United States 🇺🇸,"this is supposed to be coffee with chocolate taste, it is not! taste is hard to describe but it is definitely neither. tried to give away and failed so far.",-3.0,-3.0,4.0,Slightly Negative,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25
Death By Chocolate,Chris Slaughter,1.0,Busted up package,"The box for the coffee cups came busted up in
the envelope. The cups were all in the bag and not the box. I want as replacement"," November 3, 2020",United States 🇺🇸,the box for the coffee cups came busted up in the envelope. the cups were all in the bag and not the box. i want as replacement,1.0,1.0,3.0,Very Positive,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
Death By Chocolate,Patty K,1.0,Poor product,The k cups didn’t work in my keireg and coffee was full of grounds. I tried cleaning machine and it still did it. What coffee a drank didnt taste good. I will not buy nor recommend.," August 18, 2019",United States 🇺🇸,the k cups didn’t work in my keireg and coffee was full of grounds. i tried cleaning machine and it still did it. what coffee a drank didnt taste good. i will not buy nor recommend.,5.0,0.0,3.0,Very Positive,0.0,0.1,0.0,0.0,0.1,0.0,0.4,0.0,0.1,0.3
Death By Chocolate,Keeping Amazon Busy,1.0,Do not buy!,"Ugh. Disgusting! Left a bitter taste in my mouth. If I could give this no stars I would.

If you want a true chocolate coffee, purchase Starbucks Mocha."," April 25, 2020",United States 🇺🇸,"ugh. disgusting! left a bitter taste in my mouth. if i could give this no stars i would. if you want a true chocolate coffee, purchase starbucks mocha.",-5.0,0.0,7.0,Slightly Positive,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.0,0.08333333333333333,0.16666666666666666
Death By Chocolate,Saraf,1.0,No.,The box was open and a few of the cups were missing. How does that even happen?," January 10, 2021",United States 🇺🇸,the box was open and a few of the cups were missing. how does that even happen?,-2.0,0.0,0.0,Slightly Negative,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0
Death By Chocolate,Todd E Johnson,1.0,Yuck,These do not dispense correctly in my Keurig 2.0 machine. Have never had any issues with any other coffee in my Keurig. What does come out does not taste like chocolate at all. Stay away if you have a Keurig 2.0," January 24, 2018",United States 🇺🇸,these do not dispense correctly in my keurig 2.0 machine. have never had any issues with any other coffee in my keurig. what does come out does not taste like chocolate at all. stay away if you have a keurig 2.0,2.0,2.0,4.0,Very Positive,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.4
Death By Chocolate,Dominic,1.0,Doesn't work with Keurig Classic,Not sure why this is happening but I tried twice and it shuts off my brand new Keurig. Tried another pod works perfectly. HUGE disappointment!!!!," April 21, 2020",United States 🇺🇸,not sure why this is happening but i tried twice and it shuts off my brand new keurig. tried another pod works perfectly. huge disappointment!!!!,2.0,1.0,0.0,Slightly Positive,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
Death By Chocolate,TN shopper,1.0,Not for me!,"I was disappointed in this coffee. It was way too strong and bitter for my taste.. I have used a chocolate creamer in my coffee for years, so it is apparent I love mocha. This brand just doesn't taste good to me."," January 27, 2016",United States 🇺🇸,"i was disappointed in this coffee. it was way too strong and bitter for my taste.. i have used a chocolate creamer in my coffee for years, so it is apparent i love mocha. this brand just doesn't taste good to me.",4.0,4.0,15.0,Very Positive,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.2,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.13333333333333333
Death By Chocolate,Donna Gibson,1.0,Exploding pods.,"So tired of having to watch to make sure cup doesn't explode while making!
Has gotten worse with each box. I shake them, tap to make sure coffee is loose inside and still explodes!"," September 25, 2018",United States 🇺🇸,"so tired of having to watch to make sure cup doesn't explode while making! has gotten worse with each box. i shake them, tap to make sure coffee is loose inside and still explodes!",-8.0,-8.0,11.0,Very Negative,0.09090909090909091,0.09090909090909091,0.0,0.2727272727272727,0.0,0.2727272727272727,0.0,0.18181818181818182,0.09090909090909091,0.0
Death By Chocolate,Mary Martinez,1.0,Terrible coffee,It was terrible I threw all the pods away:(," May 5, 2021",United States 🇺🇸,it was terrible i threw all the pods away:(,-3.0,-3.0,5.0,Slightly Negative,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0
Death By Chocolate,Gina D. Powell,1.0,No chocolate taste,Well I sure dont know where they put the chocolate but its gonna be a very very slow death by chocolate with these!! I taste Coffee ONLY," March 23, 2019",United States 🇺🇸,well i sure dont know where they put the chocolate but its gonna be a very very slow death by chocolate with these!! i taste coffee only,-2.0,-2.0,15.0,Very Positive,0.06666666666666667,0.2,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333
Death By Chocolate,dorothy eldridge,1.0,All k cup bottoms are not the same some have a extra level of plastic,Based on the raised hard plastic on the bottom of the k cup the coffee maker could not pierce the hard plastic so that coffee backed up into the kurige coffee maker," June 4, 2016",United States 🇺🇸,based on the raised hard plastic on the bottom of the k cup the coffee maker could not pierce the hard plastic so that coffee backed up into the kurige coffee maker,-1.0,-1.0,2.0,Neutral,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
Death By Chocolate,Zeke,1.0,Decaf is awful.,I got the wrong coffee. I got decaf instead of regular. It was awful! Unfortunately I had visitors and several cups were made and I didn't think I could send it back.," March 13, 2018",United States 🇺🇸,i got the wrong coffee. i got decaf instead of regular. it was awful! unfortunately i had visitors and several cups were made and i didn't think i could send it back.,-5.0,-2.0,1.0,Very Negative,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0
Death By Chocolate,IMB,1.0,NO CHOCOLATE COFFEE,"The name of this coffee is very misleading. There is absolutely no chocolate flavor, taste or smell. It is a very bitter tasting coffee even after creamer is added.
Very disappointed."," January 19, 2016",United States 🇺🇸,"the name of this coffee is very misleading. there is absolutely no chocolate flavor, taste or smell. it is a very bitter tasting coffee even after creamer is added. very disappointed.",-8.0,-3.0,4.0,Very Negative,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.0,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142
Death By Chocolate,Stephanie M,1.0,Really disappointed. I should've believed the other reviews that claimed ...,Death by chocolate? SERIOUSLY? No taste of chocolate whatsoever. Really disappointed. I should've believed the other reviews that claimed there was no chocolate taste. Wish I could return these.," January 5, 2018",United States 🇺🇸,death by chocolate? seriously? no taste of chocolate whatsoever. really disappointed. i should've believed the other reviews that claimed there was no chocolate taste. wish i could return these.,-5.0,-3.0,16.0,Very Positive,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.041666666666666664,0.125,0.08333333333333333,0.125,0.08333333333333333,0.041666666666666664,0.16666666666666666
Death By Chocolate,Amazon Customer,1.0,Box open 4 k cups missing,Received box. Box already opened 4 k cups missing," May 5, 2020",United States 🇺🇸,received box. box already opened 4 k cups missing,-2.0,-2.0,4.0,Neutral,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0
Death By Chocolate,Sue Easton,1.0,Not a fan,I am really disappointed with my purchase the coffee is far to strong and I couldn’t even taste the chocolate," December 12, 2018",United States 🇺🇸,i am really disappointed with my purchase the coffee is far to strong and i couldn’t even taste the chocolate,0.0,0.0,8.0,Very Positive,0.125,0.125,0.125,0.0,0.125,0.125,0.125,0.125,0.0,0.125
Death By Chocolate,Jerry,1.0,Don’t buy,Not sure if it is the maker or the coffee. Taste nasty and needs to go to the trash.," December 16, 2018",United States 🇺🇸,not sure if it is the maker or the coffee. taste nasty and needs to go to the trash.,-3.0,-3.0,5.0,Slightly Negative,0.125,0.0,0.25,0.125,0.0,0.25,0.0,0.25,0.0,0.0
Death By Chocolate,HW,1.0,Clog it up,Do not use in a Expenses coffee maker it will clog it up," July 3, 2019",United States 🇺🇸,do not use in a expenses coffee maker it will clog it up,0.0,0.0,1.0,Slightly Positive,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Death By Chocolate,Russell McElroy,1.0,Not good at all,Did not work well with my keurig. Only brewed half cups and had very little chocolate taste. Threw 3 boxes in trash.," November 1, 2015",United States 🇺🇸,did not work well with my keurig. only brewed half cups and had very little chocolate taste. threw 3 boxes in trash.,0.0,0.0,4.0,Very Positive,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285
Death By Chocolate,TRAVELDOT,1.0,Don’t waste your money,Terrible!," May 15, 2021",United States 🇺🇸,terrible!,-3.0,0.0,0.0,Slightly Negative,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0
Death By Chocolate,Drew Hardin,1.0,"Death maybe, chocolate no",This stuff tastes terrible. There's absolutely no chocolate flavor and the coffee is awful. Can you tell I didn't like it?," March 31, 2016",United States 🇺🇸,this stuff tastes terrible. there's absolutely no chocolate flavor and the coffee is awful. can you tell i didn't like it?,-5.0,1.0,4.0,Neutral,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142
Death By Chocolate,sNoChAsR,1.0,Nasty,Possibly the worst coffee ever," February 24, 2020",United States 🇺🇸,possibly the worst coffee ever,-3.0,-3.0,0.0,Very Negative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Death By Chocolate,Christine Raines,1.0,Death of my coffee,Wished could give a minus rating. The death by chocolate was no where near a chocolate taste.," August 9, 2018",United States 🇺🇸,wished could give a minus rating. the death by chocolate was no where near a chocolate taste.,-3.0,-3.0,15.0,Very Positive,0.10526315789473684,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.10526315789473684
Death By Chocolate,Michele K,1.0,What chocolate? Weak and tasteless. Inferior coffee and ...,What chocolate? Weak and tasteless. Inferior coffee and chocolate favor was almost non-existent.," January 31, 2018",United States 🇺🇸,what chocolate? weak and tasteless. inferior coffee and chocolate favor was almost non-existent.,-2.0,-2.0,6.0,Slightly Positive,0.0,0.16666666666666666,0.08333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.0,0.16666666666666666
